ProbeName	6302A	6302B	6302C	6302D
1101707-1101880	2.00E+02	1.06E+02	2.45E+02	1.58E+02
1101707-1101880	1.90E+02	1.55E+02	2.72E+02	1.49E+02
1101707-1101880	2.71E+02	1.35E+02	1.00E+02	1.85E+02
1101998-1102333	9.74E+01	1.11E+02	1.07E+02	9.62E+01
1101998-1102333	6.42E+01	4.15E+01	8.65E+01	7.18E+01
1101998-1102333	6.52E+01	6.06E+01	2.06E+02	7.35E+01
1101998-1102333	1.00E+02	9.24E+01	2.73E+02	1.67E+02
1102433-1102708	1.15E+03	9.93E+02	1.37E+03	1.24E+03
1102433-1102708	1.17E+03	8.58E+02	1.31E+03	1.39E+03
1102433-1102708	9.74E+02	7.00E+02	1.52E+03	1.26E+03
1102433-1102708	1.33E+03	1.02E+03	1.64E+03	1.70E+03
1102804-1103877	2.99E+01	1.08E+02	2.73E+02	1.48E+02
1102804-1103877	5.37E+01	4.07E+01	8.38E+01	6.88E+01
1102804-1103877	4.13E+01	4.08E+01	7.83E+01	7.46E+01
1102804-1103877	2.72E+01	3.85E+01	7.74E+01	7.01E+01
110325-110693	2.77E+05	2.53E+05	3.20E+05	2.87E+05
110325-110693	2.29E+05	2.62E+05	3.10E+05	2.89E+05
110325-110693	2.71E+05	2.42E+05	3.11E+05	2.95E+05
110325-110693	3.01E+05	2.48E+05	3.16E+05	2.86E+05
1103957-1104166	3.06E+02	1.38E+02	1.90E+02	1.02E+02
1103957-1104166	1.82E+02	8.75E+01	1.93E+02	2.39E+02
1103957-1104166	1.47E+02	9.73E+01	1.96E+02	1.18E+02
1103957-1104166	1.66E+02	1.05E+02	1.12E+02	1.59E+02
1104178-1105173	1.73E+02	4.92E+01	7.64E+01	7.24E+01
1104178-1105173	2.23E+02	4.17E+01	1.35E+02	1.62E+02
1104178-1105173	1.55E+02	1.75E+02	1.53E+02	6.69E+01
1104178-1105173	9.13E+01	8.33E+01	8.62E+01	1.14E+02
1105182-1105907	1.81E+02	1.84E+02	4.68E+02	2.30E+02
1105182-1105907	1.93E+02	1.43E+02	1.74E+02	1.14E+02
1105182-1105907	1.89E+02	1.52E+02	4.59E+02	2.72E+02
1105182-1105907	8.08E+01	1.49E+02	2.38E+02	1.55E+02
1105904-1106077	1.32E+03	1.34E+03	1.94E+03	1.67E+03
1105904-1106077	1.42E+03	1.33E+03	2.03E+03	1.65E+03
1105904-1106077	1.45E+03	1.23E+03	1.93E+03	1.69E+03
1105904-1106077	1.44E+03	1.12E+03	2.06E+03	1.79E+03
1106070-1106441	3.11E+03	2.42E+03	3.85E+03	3.83E+03
1106070-1106441	3.50E+03	2.52E+03	4.39E+03	3.74E+03
1106070-1106441	3.20E+03	2.61E+03	4.49E+03	4.30E+03
1106070-1106441	3.43E+03	2.79E+03	4.20E+03	3.76E+03
1106444-1106911	5.56E+02	5.16E+02	7.66E+02	5.82E+02
1106444-1106911	6.41E+02	4.45E+02	8.21E+02	7.71E+02
1106444-1106911	4.63E+02	4.14E+02	8.00E+02	8.57E+02
1106444-1106911	5.11E+02	5.24E+02	5.80E+02	9.19E+02
1106990-1107175	2.50E+02	3.09E+02	3.95E+02	8.09E+02
1106990-1107175	1.89E+02	2.07E+02	2.43E+02	1.97E+02
1106990-1107175	2.80E+02	2.71E+02	5.73E+02	5.02E+02
1106990-1107175	2.60E+02	2.87E+02	2.33E+02	2.98E+02
110714-111223	3.26E+05	2.55E+05	3.41E+05	3.02E+05
110714-111223	3.03E+05	2.71E+05	3.58E+05	3.33E+05
110714-111223	3.18E+05	2.64E+05	3.59E+05	3.39E+05
110714-111223	3.12E+05	2.71E+05	3.33E+05	3.37E+05
1107180-1107428	2.95E+01	3.71E+01	8.86E+01	7.47E+01
1107180-1107428	2.78E+01	3.73E+01	8.24E+01	6.72E+01
1107180-1107428	1.11E+02	8.44E+01	7.86E+01	6.54E+01
1107180-1107428	3.08E+01	4.20E+01	8.37E+01	8.18E+01
1107447-1107560	1.07E+03	7.28E+02	1.34E+03	1.07E+03
1107447-1107560	1.14E+03	7.97E+02	1.31E+03	1.23E+03
1107447-1107560	9.60E+02	8.30E+02	1.26E+03	1.32E+03
1107447-1107560	1.14E+03	8.65E+02	1.48E+03	1.50E+03
1107557-1108363	3.39E+02	3.52E+02	6.30E+02	4.03E+02
1107557-1108363	4.14E+02	3.30E+02	5.33E+02	4.92E+02
1107557-1108363	3.67E+02	4.65E+02	6.29E+02	4.13E+02
1107557-1108363	2.64E+02	4.34E+02	4.42E+02	5.86E+02
1108377-1108784	7.32E+02	9.16E+02	1.16E+03	8.50E+02
1108377-1108784	1.05E+03	9.56E+02	2.13E+03	1.12E+03
1108377-1108784	9.43E+02	8.62E+02	1.07E+03	1.07E+03
1108377-1108784	9.41E+02	8.35E+02	1.18E+03	1.04E+03
1108799-1109524	8.83E+02	3.95E+02	3.53E+02	5.68E+02
1108799-1109524	6.88E+02	4.46E+02	1.03E+03	1.08E+03
1108799-1109524	7.51E+02	4.48E+02	7.00E+02	8.97E+02
1108799-1109524	7.35E+02	4.84E+02	7.78E+02	6.13E+02
1109618-1110106	1.87E+02	9.69E+01	1.72E+02	1.42E+02
1109618-1110106	1.91E+02	1.09E+02	8.49E+01	1.01E+02
1109618-1110106	1.84E+02	1.18E+02	2.32E+02	2.40E+02
1109618-1110106	2.98E+02	1.07E+02	7.81E+01	3.30E+02
1110833-1111027	1.14E+04	8.38E+03	9.18E+03	9.13E+03
1110833-1111027	1.13E+04	8.04E+03	9.69E+03	8.79E+03
1110833-1111027	1.19E+04	8.65E+03	9.95E+03	8.60E+03
1110833-1111027	1.15E+04	8.04E+03	1.05E+04	8.69E+03
1111060-1111638	2.28E+04	1.93E+04	2.40E+04	2.14E+04
1111060-1111638	2.04E+04	1.97E+04	2.34E+04	2.25E+04
1111060-1111638	2.49E+04	2.06E+04	2.27E+04	2.26E+04
1111060-1111638	2.24E+04	2.13E+04	2.28E+04	2.28E+04
1111715-1111903	3.61E+02	2.07E+02	1.21E+02	2.93E+02
1111715-1111903	3.76E+02	2.35E+02	3.28E+02	3.15E+02
1111715-1111903	2.85E+02	2.72E+02	2.81E+02	2.51E+02
1111715-1111903	3.68E+02	2.25E+02	1.75E+02	2.31E+02
1112324-1112551	6.77E+04	5.47E+04	7.09E+04	8.83E+04
1112324-1112551	8.49E+04	5.18E+04	8.09E+04	9.58E+04
1112324-1112551	8.44E+04	5.21E+04	8.94E+04	7.68E+04
1112324-1112551	8.05E+04	5.40E+04	9.02E+04	8.98E+04
111238-111423	2.35E+05	2.01E+05	2.60E+05	2.68E+05
111238-111423	2.37E+05	1.75E+05	2.73E+05	2.65E+05
111238-111423	2.67E+05	1.92E+05	2.60E+05	2.65E+05
111238-111423	2.45E+05	1.91E+05	2.49E+05	2.70E+05
1112621-1113313	1.09E+02	3.62E+01	1.12E+02	2.30E+02
1112621-1113313	1.53E+02	4.62E+01	8.34E+01	1.13E+02
1112621-1113313	7.07E+01	3.58E+01	1.79E+02	6.80E+01
1112621-1113313	1.44E+02	8.55E+01	7.99E+01	6.56E+01
1113303-1114544	3.08E+02	3.38E+02	4.01E+02	3.35E+02
1113303-1114544	2.77E+02	3.58E+02	5.27E+02	2.39E+02
1113303-1114544	4.14E+02	3.27E+02	9.40E+02	3.79E+02
1113303-1114544	4.45E+02	4.56E+02	3.00E+02	3.50E+02
1114550-1115989	1.25E+02	1.53E+02	4.59E+02	6.79E+01
1114550-1115989	1.61E+02	1.16E+02	8.90E+01	7.17E+01
1114550-1115989	8.30E+01	1.05E+02	8.06E+01	1.60E+02
1114550-1115989	2.83E+02	1.38E+02	3.25E+02	1.29E+02
111456-111899	2.65E+05	2.51E+05	2.96E+05	2.68E+05
111456-111899	2.72E+05	2.19E+05	2.84E+05	2.63E+05
111456-111899	2.73E+05	2.33E+05	2.90E+05	2.68E+05
111456-111899	2.72E+05	2.22E+05	2.88E+05	2.60E+05
1115979-1117472	2.10E+02	1.32E+02	1.45E+02	1.19E+02
1115979-1117472	1.46E+02	9.84E+01	1.40E+02	1.78E+02
1115979-1117472	4.40E+02	1.75E+02	9.49E+02	1.35E+03
1115979-1117472	1.68E+02	1.29E+02	1.73E+02	6.71E+01
1117450-1117680	8.74E+02	4.86E+02	4.81E+02	5.94E+02
1117450-1117680	8.07E+02	5.65E+02	1.07E+03	5.44E+02
1117450-1117680	7.84E+02	4.61E+02	5.16E+02	4.60E+02
1117450-1117680	8.52E+02	5.08E+02	4.33E+02	4.23E+02
1117990-1118553	3.62E+02	4.09E+02	5.90E+02	4.79E+02
1117990-1118553	4.81E+02	4.45E+02	5.11E+02	4.61E+02
1117990-1118553	4.25E+02	4.66E+02	7.58E+02	5.28E+02
1117990-1118553	4.62E+02	5.17E+02	5.31E+02	6.03E+02
1118565-1119464	1.79E+03	1.68E+03	2.52E+03	2.31E+03
1118565-1119464	1.36E+03	1.62E+03	2.95E+03	2.26E+03
1118565-1119464	2.09E+03	1.69E+03	2.25E+03	2.03E+03
1118565-1119464	2.19E+03	1.84E+03	2.78E+03	2.41E+03
111943-113211	2.22E+05	2.27E+05	2.17E+05	2.15E+05
111943-113211	2.09E+05	2.14E+05	2.46E+05	2.38E+05
111943-113211	2.40E+05	2.33E+05	2.58E+05	2.53E+05
111943-113211	2.31E+05	2.60E+05	2.57E+05	2.35E+05
1119464-1119697	1.80E+03	1.26E+03	2.23E+03	1.58E+03
1119464-1119697	1.88E+03	1.28E+03	2.06E+03	2.04E+03
1119464-1119697	1.94E+03	1.63E+03	1.86E+03	2.03E+03
1119464-1119697	1.76E+03	1.42E+03	1.77E+03	1.85E+03
1119698-1120108	1.09E+03	8.07E+02	1.07E+03	1.14E+03
1119698-1120108	9.42E+02	8.22E+02	1.35E+03	1.32E+03
1119698-1120108	9.32E+02	8.40E+02	1.27E+03	1.15E+03
1119698-1120108	9.20E+02	9.35E+02	1.19E+03	1.18E+03
1120102-1120449	3.17E+02	3.23E+02	3.25E+02	2.65E+02
1120102-1120449	3.49E+02	2.38E+02	2.35E+02	2.50E+02
1120102-1120449	3.97E+02	2.73E+02	1.97E+02	2.44E+02
1120102-1120449	3.08E+02	2.27E+02	3.44E+02	3.59E+02
1120449-1120874	2.32E+02	1.25E+02	8.78E+01	1.06E+02
1120449-1120874	3.05E+02	2.54E+02	3.55E+02	2.78E+02
1120449-1120874	4.01E+02	1.91E+02	1.90E+02	1.64E+02
1120449-1120874	3.73E+02	2.82E+02	6.23E+02	3.65E+02
1120864-1121304	4.07E+02	3.15E+02	2.82E+02	3.01E+02
1120864-1121304	3.48E+02	2.69E+02	5.54E+02	5.47E+02
1120864-1121304	3.49E+02	3.60E+02	3.08E+02	2.47E+02
1120864-1121304	3.50E+02	3.48E+02	2.88E+02	4.74E+02
1121297-1121473	1.89E+02	6.17E+01	7.62E+01	1.02E+02
1121297-1121473	1.36E+02	8.53E+01	2.25E+02	6.98E+01
1121297-1121473	1.00E+02	1.09E+02	8.87E+01	6.99E+01
1121297-1121473	1.49E+02	9.72E+01	1.23E+02	6.75E+01
1121475-1122785	5.77E+02	3.80E+02	3.59E+02	4.20E+02
1121475-1122785	6.87E+02	3.43E+02	4.67E+02	5.06E+02
1121475-1122785	5.15E+02	4.25E+02	7.10E+02	4.86E+02
1121475-1122785	6.07E+02	3.79E+02	3.60E+02	4.80E+02
1122802-1123272	1.95E+03	1.30E+03	2.40E+03	2.07E+03
1122802-1123272	1.92E+03	1.49E+03	3.44E+03	2.90E+03
1122802-1123272	1.82E+03	1.32E+03	2.71E+03	2.56E+03
1122802-1123272	2.00E+03	1.62E+03	2.11E+03	2.54E+03
1123344-1123784	8.30E+01	1.21E+02	8.84E+01	7.12E+01
1123344-1123784	3.02E+01	5.39E+01	8.28E+01	7.99E+01
1123344-1123784	1.65E+02	2.67E+02	7.80E+01	1.69E+02
1123344-1123784	1.55E+02	1.65E+02	8.70E+01	6.77E+01
1123784-1123978	4.26E+02	3.14E+02	5.15E+02	6.84E+02
1123784-1123978	4.32E+02	3.76E+02	7.94E+02	3.82E+02
1123784-1123978	4.50E+02	4.09E+02	3.56E+02	3.94E+02
1123784-1123978	4.78E+02	6.30E+02	6.24E+02	5.07E+02
1124125-1124286	4.59E+03	3.65E+03	2.00E+03	2.16E+03
1124125-1124286	3.80E+03	3.79E+03	2.43E+03	2.29E+03
1124125-1124286	4.07E+03	3.59E+03	1.89E+03	2.26E+03
1124125-1124286	4.60E+03	3.96E+03	2.33E+03	2.26E+03
1125950-1126510	1.06E+04	1.04E+04	8.47E+03	7.98E+03
1125950-1126510	1.15E+04	9.91E+03	9.12E+03	1.01E+04
1125950-1126510	9.65E+03	1.02E+04	8.92E+03	1.01E+04
1125950-1126510	1.22E+04	1.09E+04	1.03E+04	8.78E+03
1126554-1127123	8.62E+03	6.81E+03	8.94E+03	1.00E+04
1126554-1127123	8.77E+03	5.95E+03	8.87E+03	9.04E+03
1126554-1127123	8.12E+03	5.91E+03	9.87E+03	9.73E+03
1126554-1127123	9.45E+03	6.44E+03	9.17E+03	9.89E+03
1127194-1129545	1.34E+03	1.39E+03	1.37E+03	1.75E+03
1127194-1129545	1.47E+03	1.06E+03	1.74E+03	1.69E+03
1127194-1129545	1.41E+03	1.04E+03	1.59E+03	1.73E+03
1127194-1129545	1.52E+03	1.05E+03	1.50E+03	1.43E+03
1129561-1130250	3.84E+02	1.48E+02	1.11E+02	3.25E+02
1129561-1130250	3.82E+02	2.01E+02	3.61E+02	2.34E+02
1129561-1130250	2.79E+02	2.05E+02	4.68E+02	2.34E+02
1129561-1130250	3.70E+02	2.55E+02	1.56E+02	4.52E+02
1130243-1132213	2.04E+02	7.30E+01	8.38E+01	1.07E+02
1130243-1132213	2.41E+02	9.44E+01	8.30E+01	6.90E+01
1130243-1132213	2.97E+02	1.20E+02	1.43E+02	3.20E+02
1130243-1132213	1.38E+02	2.13E+02	9.19E+01	7.10E+01
1132227-1132487	1.23E+02	7.20E+01	2.14E+02	1.12E+02
1132227-1132487	7.54E+01	5.09E+01	8.26E+01	6.76E+01
1132227-1132487	9.50E+01	4.96E+01	8.25E+01	1.33E+02
1132227-1132487	1.07E+02	8.97E+01	7.76E+01	6.91E+01
113228-113878	2.97E+05	2.75E+05	3.44E+05	3.11E+05
113228-113878	3.04E+05	2.67E+05	3.39E+05	3.04E+05
113228-113878	3.27E+05	2.88E+05	3.32E+05	3.10E+05
113228-113878	3.00E+05	2.70E+05	3.33E+05	3.02E+05
1132492-1132911	5.19E+01	3.72E+01	9.38E+01	8.03E+01
1132492-1132911	3.19E+01	8.20E+01	1.11E+02	7.01E+01
1132492-1132911	3.13E+01	1.43E+02	7.84E+01	1.15E+02
1132492-1132911	9.49E+01	7.00E+01	7.79E+01	6.71E+01
1132912-1133961	2.62E+02	3.30E+02	6.33E+02	5.43E+02
1132912-1133961	3.22E+02	3.09E+02	3.94E+02	1.86E+02
1132912-1133961	2.45E+02	3.26E+02	8.33E+02	4.09E+02
1132912-1133961	2.40E+02	3.17E+02	3.24E+02	3.39E+02
1133954-1134571	1.50E+02	1.28E+02	8.97E+01	7.69E+01
1133954-1134571	1.63E+02	1.07E+02	1.04E+02	6.71E+01
1133954-1134571	9.98E+01	1.13E+02	1.32E+02	9.60E+01
1133954-1134571	1.68E+02	1.65E+02	8.18E+01	1.29E+02
1134583-1135386	4.96E+02	4.08E+02	2.11E+02	2.84E+02
1134583-1135386	4.25E+02	4.13E+02	3.62E+02	3.56E+02
1134583-1135386	5.29E+02	4.25E+02	3.40E+02	3.89E+02
1134583-1135386	4.57E+02	4.74E+02	4.08E+02	3.06E+02
1135395-1137101	1.12E+03	1.04E+03	1.14E+03	9.36E+02
1135395-1137101	9.52E+02	1.12E+03	1.22E+03	1.15E+03
1135395-1137101	1.02E+03	1.07E+03	1.15E+03	9.89E+02
1135395-1137101	1.04E+03	1.18E+03	1.04E+03	1.12E+03
1137118-1137411	2.90E+03	2.27E+03	3.49E+03	3.07E+03
1137118-1137411	2.69E+03	2.31E+03	3.34E+03	2.88E+03
1137118-1137411	3.13E+03	2.42E+03	3.05E+03	2.97E+03
1137118-1137411	2.96E+03	2.44E+03	3.03E+03	2.76E+03
1137411-1137593	2.33E+03	1.56E+03	2.45E+03	2.31E+03
1137411-1137593	2.21E+03	1.65E+03	2.55E+03	2.46E+03
1137411-1137593	2.35E+03	1.67E+03	2.75E+03	2.49E+03
1137411-1137593	2.68E+03	1.72E+03	3.13E+03	2.36E+03
1137628-1137858	2.73E+01	7.61E+01	4.22E+02	1.45E+02
1137628-1137858	2.70E+01	3.61E+01	2.67E+02	6.70E+01
1137628-1137858	1.08E+02	3.68E+01	3.03E+02	1.46E+02
1137628-1137858	3.09E+01	4.25E+01	8.21E+01	7.86E+01
1137878-1138138	2.76E+01	3.70E+01	8.09E+01	6.75E+01
1137878-1138138	2.39E+02	3.72E+01	1.03E+02	6.86E+01
1137878-1138138	2.51E+02	4.06E+01	8.43E+01	6.90E+01
1137878-1138138	4.90E+01	3.95E+01	7.72E+01	7.20E+01
1138135-1138950	3.46E+03	2.42E+03	3.74E+03	3.67E+03
1138135-1138950	3.38E+03	2.40E+03	4.21E+03	3.59E+03
1138135-1138950	3.71E+03	2.15E+03	3.66E+03	3.44E+03
1138135-1138950	3.40E+03	2.38E+03	3.86E+03	3.88E+03
113879-114625	2.66E+05	2.89E+05	2.82E+05	2.64E+05
113879-114625	2.41E+05	2.73E+05	2.70E+05	2.59E+05
113879-114625	2.53E+05	2.80E+05	2.66E+05	2.49E+05
113879-114625	2.65E+05	3.11E+05	2.57E+05	2.64E+05
1138967-1139263	8.47E+02	5.15E+02	7.05E+02	8.71E+02
1138967-1139263	7.94E+02	5.01E+02	1.63E+03	8.52E+02
1138967-1139263	9.33E+02	5.75E+02	1.42E+03	1.57E+03
1138967-1139263	1.06E+03	5.39E+02	6.53E+02	9.47E+02
1139373-1139582	3.12E+01	4.15E+01	1.47E+02	8.91E+01
1139373-1139582	4.48E+01	4.02E+01	8.21E+01	6.72E+01
1139373-1139582	9.83E+01	1.23E+02	9.03E+01	6.96E+01
1139373-1139582	1.23E+02	4.43E+01	8.50E+01	6.68E+01
1139776-1140372	2.66E+04	1.66E+04	2.34E+04	1.85E+04
1139776-1140372	2.62E+04	1.70E+04	2.16E+04	2.06E+04
1139776-1140372	2.80E+04	1.94E+04	2.24E+04	2.10E+04
1139776-1140372	2.02E+04	2.10E+04	2.42E+04	2.26E+04
1140390-1140821	3.71E+04	3.78E+04	3.67E+04	3.57E+04
1140390-1140821	3.62E+04	3.59E+04	3.87E+04	3.17E+04
1140390-1140821	3.85E+04	3.66E+04	3.86E+04	3.38E+04
1140390-1140821	3.64E+04	3.77E+04	3.74E+04	3.50E+04
1140823-1141527	6.28E+04	6.07E+04	7.84E+04	6.25E+04
1140823-1141527	6.81E+04	6.34E+04	7.29E+04	6.89E+04
1140823-1141527	6.58E+04	6.13E+04	7.32E+04	6.72E+04
1140823-1141527	6.57E+04	6.27E+04	6.92E+04	6.94E+04
1142224-1142367	7.35E+03	5.11E+03	6.97E+03	5.11E+03
1142224-1142367	6.39E+03	5.17E+03	7.73E+03	5.45E+03
1142224-1142367	6.76E+03	5.10E+03	6.04E+03	4.51E+03
1142224-1142367	7.48E+03	5.26E+03	6.72E+03	4.60E+03
1142981-1143262	8.50E+02	7.38E+02	1.29E+03	8.12E+02
1142981-1143262	8.69E+02	7.63E+02	1.22E+03	1.04E+03
1142981-1143262	8.40E+02	7.84E+02	9.06E+02	9.72E+02
1142981-1143262	9.60E+02	7.19E+02	1.41E+03	1.05E+03
1143302-1143688	9.43E+02	7.91E+02	1.47E+03	1.21E+03
1143302-1143688	1.13E+03	8.34E+02	1.38E+03	1.38E+03
1143302-1143688	9.54E+02	9.15E+02	1.76E+03	1.20E+03
1143302-1143688	1.13E+03	8.69E+02	1.53E+03	1.23E+03
1144782-1146020	3.22E+03	3.50E+03	3.11E+03	2.69E+03
1144782-1146020	3.50E+03	4.10E+03	3.67E+03	3.50E+03
1144782-1146020	3.05E+03	3.51E+03	3.04E+03	2.52E+03
1144782-1146020	3.47E+03	4.03E+03	3.93E+03	3.53E+03
1146049-1146936	3.24E+03	3.22E+03	3.71E+03	4.02E+03
1146049-1146936	3.35E+03	3.10E+03	4.33E+03	3.96E+03
1146049-1146936	3.14E+03	2.98E+03	3.38E+03	3.01E+03
1146049-1146936	2.95E+03	2.96E+03	3.34E+03	3.98E+03
114638-114916	1.11E+05	1.03E+05	1.34E+05	1.15E+05
114638-114916	1.29E+05	1.03E+05	1.31E+05	1.43E+05
114638-114916	1.25E+05	9.72E+04	1.25E+05	1.07E+05
114638-114916	1.09E+05	1.06E+05	1.24E+05	1.27E+05
1146970-1147599	1.52E+04	1.21E+04	1.30E+04	1.68E+04
1146970-1147599	1.82E+04	1.32E+04	1.65E+04	1.89E+04
1146970-1147599	1.90E+04	1.33E+04	1.94E+04	1.96E+04
1146970-1147599	1.82E+04	1.32E+04	1.93E+04	1.97E+04
1147604-1148068	7.73E+03	6.82E+03	8.35E+03	6.47E+03
1147604-1148068	7.41E+03	6.85E+03	8.03E+03	6.83E+03
1147604-1148068	7.13E+03	6.88E+03	8.03E+03	7.23E+03
1147604-1148068	7.28E+03	6.78E+03	8.46E+03	7.50E+03
1148318-1149685	7.29E+03	7.73E+03	8.12E+03	6.76E+03
1148318-1149685	8.33E+03	8.29E+03	9.16E+03	8.54E+03
1148318-1149685	6.56E+03	7.40E+03	9.43E+03	7.92E+03
1148318-1149685	8.90E+03	7.91E+03	1.02E+04	7.82E+03
114954-115172	2.05E+05	2.46E+05	2.18E+05	1.98E+05
114954-115172	1.97E+05	2.08E+05	1.91E+05	1.73E+05
114954-115172	1.93E+05	2.07E+05	2.16E+05	1.96E+05
114954-115172	2.00E+05	2.47E+05	2.11E+05	1.82E+05
1149885-1151159	5.75E+04	4.72E+04	4.60E+04	4.92E+04
1149885-1151159	5.62E+04	4.71E+04	4.93E+04	4.54E+04
1149885-1151159	5.74E+04	4.82E+04	4.96E+04	4.72E+04
1149885-1151159	5.42E+04	4.76E+04	4.86E+04	4.55E+04
1151277-1151996	1.43E+03	1.82E+03	1.86E+03	1.59E+03
1151277-1151996	1.49E+03	1.57E+03	2.12E+03	1.57E+03
1151277-1151996	1.59E+03	1.86E+03	1.72E+03	1.56E+03
1151277-1151996	1.47E+03	1.74E+03	1.59E+03	1.63E+03
1152017-1152463	3.42E+03	2.49E+03	3.21E+03	3.05E+03
1152017-1152463	3.39E+03	2.59E+03	3.67E+03	3.23E+03
1152017-1152463	2.76E+03	2.48E+03	3.03E+03	3.73E+03
1152017-1152463	3.35E+03	2.56E+03	3.04E+03	3.34E+03
115208-115321	1.06E+05	8.46E+04	1.25E+05	1.31E+05
115208-115321	1.18E+05	8.83E+04	1.31E+05	1.13E+05
115208-115321	1.27E+05	8.88E+04	1.35E+05	1.20E+05
115208-115321	1.25E+05	9.32E+04	1.39E+05	1.30E+05
1152981-1154723	3.63E+02	3.54E+02	3.65E+02	4.25E+02
1152981-1154723	3.04E+02	4.92E+02	6.99E+02	3.78E+02
1152981-1154723	3.14E+02	3.70E+02	3.70E+02	2.74E+02
1152981-1154723	5.18E+02	3.94E+02	5.05E+02	5.51E+02
1154680-1155957	5.95E+02	8.58E+02	8.74E+02	6.33E+02
1154680-1155957	6.71E+02	8.43E+02	8.76E+02	1.03E+03
1154680-1155957	5.40E+02	8.12E+02	5.18E+02	7.12E+02
1154680-1155957	5.64E+02	7.54E+02	8.38E+02	6.44E+02
115474-115845	2.56E+05	2.17E+05	2.84E+05	2.68E+05
115474-115845	2.67E+05	2.33E+05	3.18E+05	2.64E+05
115474-115845	2.88E+05	2.31E+05	2.85E+05	2.76E+05
115474-115845	2.92E+05	2.51E+05	2.94E+05	2.96E+05
1155972-1156463	4.12E+02	3.70E+02	1.01E+02	3.16E+02
1155972-1156463	5.27E+02	3.94E+02	4.25E+02	1.79E+02
1155972-1156463	3.56E+02	3.91E+02	1.01E+03	3.39E+02
1155972-1156463	3.29E+02	3.70E+02	1.56E+02	2.31E+02
1156470-1157540	9.34E+03	6.26E+03	9.53E+03	1.15E+04
1156470-1157540	1.02E+04	6.29E+03	1.00E+04	1.06E+04
1156470-1157540	9.64E+03	6.56E+03	1.19E+04	1.11E+04
1156470-1157540	9.49E+03	6.97E+03	1.12E+04	1.02E+04
1157903-1158418	1.32E+04	1.17E+04	1.49E+04	1.31E+04
1157903-1158418	1.30E+04	1.19E+04	1.38E+04	1.28E+04
1157903-1158418	1.42E+04	1.25E+04	1.42E+04	1.17E+04
1157903-1158418	1.22E+04	1.12E+04	1.31E+04	1.18E+04
1158791-1159867	3.21E+04	2.88E+04	3.91E+04	3.09E+04
1158791-1159867	3.06E+04	3.01E+04	3.61E+04	3.10E+04
1158791-1159867	2.68E+04	2.90E+04	3.53E+04	3.38E+04
1158791-1159867	3.03E+04	2.81E+04	3.33E+04	3.19E+04
115881-116279	2.24E+05	2.13E+05	2.55E+05	2.40E+05
115881-116279	2.52E+05	2.19E+05	2.50E+05	2.45E+05
115881-116279	2.69E+05	2.38E+05	2.77E+05	2.60E+05
115881-116279	2.44E+05	2.26E+05	2.69E+05	2.54E+05
1160107-1161048	1.23E+04	1.57E+04	1.26E+04	1.01E+04
1160107-1161048	1.27E+04	1.46E+04	1.39E+04	1.05E+04
1160107-1161048	1.11E+04	1.34E+04	1.46E+04	1.05E+04
1160107-1161048	1.03E+04	1.30E+04	1.32E+04	9.87E+03
1161080-1162330	2.66E+04	2.14E+04	3.15E+04	2.86E+04
1161080-1162330	2.70E+04	2.29E+04	2.94E+04	2.61E+04
1161080-1162330	2.52E+04	2.05E+04	2.91E+04	2.69E+04
1161080-1162330	2.60E+04	2.09E+04	3.20E+04	2.77E+04
116311-116934	1.04E+05	1.02E+05	1.07E+05	1.04E+05
116311-116934	9.64E+04	1.05E+05	1.17E+05	1.12E+05
116311-116934	1.15E+05	1.07E+05	1.15E+05	1.15E+05
116311-116934	1.07E+05	1.04E+05	1.27E+05	1.14E+05
1163143-1166697	1.97E+03	2.43E+03	2.31E+03	2.04E+03
1163143-1166697	2.27E+03	2.17E+03	1.80E+03	1.84E+03
1163143-1166697	2.14E+03	2.25E+03	2.20E+03	1.91E+03
1163143-1166697	2.15E+03	2.19E+03	1.84E+03	1.83E+03
1166882-1168816	9.52E+03	9.22E+03	9.47E+03	9.84E+03
1166882-1168816	9.70E+03	8.91E+03	8.84E+03	9.76E+03
1166882-1168816	9.81E+03	8.35E+03	1.01E+04	1.02E+04
1166882-1168816	1.10E+04	9.09E+03	9.06E+03	9.61E+03
1168922-1169917	1.28E+04	1.35E+04	1.63E+04	1.37E+04
1168922-1169917	1.25E+04	1.35E+04	1.52E+04	1.39E+04
1168922-1169917	1.22E+04	1.26E+04	1.57E+04	1.45E+04
1168922-1169917	1.24E+04	1.33E+04	1.49E+04	1.36E+04
1169889-1170674	5.77E+02	8.37E+02	7.28E+02	6.68E+02
1169889-1170674	5.66E+02	9.07E+02	6.04E+02	4.01E+02
1169889-1170674	4.02E+02	8.50E+02	4.74E+02	3.31E+02
1169889-1170674	5.43E+02	9.02E+02	5.62E+02	4.33E+02
117012-117959	2.50E+05	2.53E+05	2.55E+05	2.35E+05
117012-117959	1.94E+05	2.39E+05	2.51E+05	2.36E+05
117012-117959	1.77E+05	2.24E+05	2.49E+05	2.29E+05
117012-117959	2.15E+05	2.29E+05	2.52E+05	2.26E+05
1170662-1171360	1.20E+03	1.06E+03	1.03E+03	9.43E+02
1170662-1171360	1.12E+03	1.05E+03	1.23E+03	1.00E+03
1170662-1171360	1.17E+03	1.08E+03	1.23E+03	1.03E+03
1170662-1171360	1.24E+03	1.15E+03	1.09E+03	1.23E+03
