ProbeName	6308A	6308B	6308C
2099550-2100146	3.25E+03	3.57E+03	1.21E+03
2099550-2100146	3.09E+03	3.63E+03	1.23E+03
2100159-2100998	7.00E+03	6.75E+03	4.72E+03
2100159-2100998	6.32E+03	6.16E+03	4.79E+03
2100159-2100998	6.11E+03	5.78E+03	4.54E+03
2100159-2100998	6.69E+03	6.23E+03	4.65E+03
2100159-2100998	5.80E+03	6.07E+03	4.27E+03
2101243-2102397	1.42E+03	1.01E+03	1.10E+03
2101243-2102397	1.33E+03	1.06E+03	1.16E+03
2101243-2102397	1.21E+03	1.19E+03	1.06E+03
2101243-2102397	1.34E+03	9.85E+02	1.12E+03
2102703-2106284	6.34E+02	6.83E+02	3.68E+02
2102703-2106284	6.00E+02	6.95E+02	3.82E+02
2102703-2106284	6.40E+02	7.44E+02	3.82E+02
2102703-2106284	6.35E+02	7.13E+02	3.77E+02
2103561-2104646	4.77E+03	4.44E+03	3.47E+03
2103561-2104646	4.78E+03	4.53E+03	3.93E+03
2103561-2104646	4.58E+03	4.13E+03	3.61E+03
2103561-2104646	5.38E+03	5.08E+03	3.95E+03
2106636-2107100	1.04E+04	1.01E+04	6.70E+03
2106636-2107100	1.05E+04	1.13E+04	6.98E+03
2106636-2107100	1.09E+04	1.04E+04	7.26E+03
2106636-2107100	1.06E+04	1.02E+04	6.99E+03
2107110-2107853	4.36E+03	5.17E+03	4.59E+03
2107110-2107853	4.75E+03	5.24E+03	4.20E+03
2107110-2107853	4.87E+03	5.04E+03	5.08E+03
2107110-2107853	5.20E+03	5.14E+03	4.37E+03
2107981-2110638	7.44E+03	7.56E+03	7.78E+03
2107981-2110638	7.32E+03	7.80E+03	7.84E+03
2107981-2110638	7.57E+03	7.68E+03	8.31E+03
2107981-2110638	5.99E+03	7.72E+03	7.66E+03
211074-211787	1.18E+03	1.44E+03	7.83E+02
211074-211787	9.67E+02	1.27E+03	6.90E+02
211074-211787	9.97E+02	1.34E+03	7.00E+02
211074-211787	7.82E+02	1.16E+03	6.17E+02
2110904-2112169	3.35E+03	3.90E+03	2.85E+03
2110904-2112169	4.05E+03	4.12E+03	3.08E+03
2110904-2112169	3.98E+03	4.39E+03	2.91E+03
2110904-2112169	3.84E+03	4.40E+03	3.19E+03
2112199-2113089	8.84E+02	9.64E+02	6.69E+02
2112199-2113089	8.03E+02	1.08E+03	6.88E+02
2112199-2113089	7.94E+02	1.03E+03	6.86E+02
2112199-2113089	8.44E+02	1.01E+03	6.86E+02
2113580-2114023	8.64E+03	7.62E+03	6.27E+03
2113580-2114023	8.42E+03	7.32E+03	5.89E+03
2113580-2114023	1.01E+04	8.86E+03	6.68E+03
2113580-2114023	9.94E+03	8.34E+03	6.56E+03
2114054-2115871	1.17E+04	9.84E+03	1.23E+04
2114054-2115871	1.22E+04	1.02E+04	1.22E+04
2114054-2115871	1.12E+04	9.50E+03	1.16E+04
2114054-2115871	1.27E+04	1.03E+04	1.02E+04
2116049-2118751	3.86E+03	2.93E+03	2.62E+03
2116049-2118751	3.70E+03	2.80E+03	3.44E+03
2116049-2118751	4.03E+03	2.86E+03	3.46E+03
2116049-2118751	4.58E+03	3.47E+03	2.98E+03
2118785-2119483	5.22E+03	5.71E+03	3.66E+03
2118785-2119483	5.42E+03	6.20E+03	3.93E+03
2118785-2119483	5.72E+03	6.04E+03	3.76E+03
2118785-2119483	5.63E+03	6.19E+03	3.93E+03
2119819-2120796	1.52E+03	1.24E+03	7.45E+02
2119819-2120796	1.44E+03	1.21E+03	7.22E+02
2119819-2120796	1.43E+03	1.21E+03	8.24E+02
2119819-2120796	1.48E+03	1.13E+03	6.91E+02
212060-213832	5.89E+02	1.02E+03	2.74E+02
212060-213832	6.39E+02	9.59E+02	2.79E+02
212060-213832	5.46E+02	1.10E+03	2.92E+02
212060-213832	5.69E+02	1.04E+03	3.01E+02
2120973-2121128	8.90E+03	6.79E+03	7.55E+03
2120973-2121128	9.04E+03	7.20E+03	7.63E+03
2120973-2121128	8.88E+03	6.66E+03	7.51E+03
2120973-2121128	9.31E+03	6.75E+03	7.97E+03
2121258-2122271	3.97E+03	2.67E+03	3.04E+03
2121258-2122271	4.06E+03	2.66E+03	2.64E+03
2121258-2122271	3.68E+03	2.23E+03	2.05E+03
2121258-2122271	3.47E+03	2.32E+03	2.30E+03
2122293-2123357	8.24E+03	5.94E+03	4.69E+03
2122293-2123357	8.12E+03	5.72E+03	4.36E+03
2122293-2123357	7.80E+03	6.09E+03	4.14E+03
2122293-2123357	7.49E+03	6.11E+03	4.27E+03
2123357-2124670	7.74E+03	8.60E+03	5.83E+03
2123357-2124670	8.66E+03	1.06E+04	6.34E+03
2123357-2124670	8.17E+03	9.62E+03	6.83E+03
2123357-2124670	9.40E+03	1.05E+04	6.97E+03
2124648-2125727	4.03E+03	3.55E+03	2.43E+03
2124648-2125727	4.38E+03	3.86E+03	2.33E+03
2124648-2125727	4.19E+03	3.79E+03	2.39E+03
2124648-2125727	3.75E+03	3.81E+03	2.35E+03
2125730-2126926	2.61E+03	2.54E+03	1.93E+03
2125730-2126926	2.76E+03	2.10E+03	1.77E+03
2125730-2126926	2.84E+03	2.13E+03	1.81E+03
2125730-2126926	2.86E+03	2.32E+03	2.02E+03
2126973-2127782	3.26E+03	4.02E+03	2.91E+03
2126973-2127782	4.22E+03	3.76E+03	3.08E+03
2126973-2127782	3.80E+03	4.09E+03	2.90E+03
2126973-2127782	4.42E+03	4.40E+03	3.13E+03
2127794-2128327	1.67E+03	1.78E+03	1.00E+03
2127794-2128327	1.55E+03	1.87E+03	9.19E+02
2127794-2128327	1.84E+03	2.10E+03	1.02E+03
2127794-2128327	1.66E+03	1.79E+03	9.42E+02
2128348-2129187	4.12E+03	4.23E+03	2.97E+03
2128348-2129187	4.81E+03	4.88E+03	2.99E+03
2128348-2129187	4.99E+03	4.66E+03	3.08E+03
2128348-2129187	4.86E+03	4.65E+03	3.16E+03
2129428-2130936	6.83E+03	7.07E+03	6.30E+03
2129428-2130936	7.71E+03	8.29E+03	6.42E+03
2129428-2130936	7.01E+03	7.16E+03	5.80E+03
2129428-2130936	7.41E+03	7.64E+03	5.49E+03
2130969-2134406	4.50E+03	4.31E+03	4.19E+03
2130969-2134406	4.99E+03	4.23E+03	4.62E+03
2130969-2134406	5.69E+03	5.28E+03	5.35E+03
2130969-2134406	5.72E+03	4.97E+03	4.72E+03
2134424-2135170	6.42E+03	5.68E+03	5.23E+03
2134424-2135170	5.15E+03	4.92E+03	5.59E+03
2134424-2135170	5.66E+03	5.16E+03	5.06E+03
2134424-2135170	5.15E+03	4.95E+03	4.66E+03
2137462-2137770	1.82E+02	7.28E+02	9.87E+01
2137462-2137770	2.14E+02	7.00E+02	1.18E+02
2137462-2137770	1.91E+02	6.89E+02	1.38E+02
2137462-2137770	2.38E+02	7.33E+02	1.14E+02
2137789-2138070	2.49E+02	4.46E+02	1.56E+02
2137789-2138070	2.33E+02	4.10E+02	1.65E+02
2137789-2138070	2.30E+02	4.25E+02	1.63E+02
2137789-2138070	2.57E+02	5.09E+02	1.64E+02
2138111-2138629	5.44E+02	6.99E+02	1.77E+02
2138111-2138629	3.39E+02	8.43E+02	2.00E+02
2138111-2138629	3.82E+02	9.05E+02	1.76E+02
2138111-2138629	4.36E+02	8.81E+02	1.75E+02
213854-215275	6.51E+02	1.03E+03	1.97E+02
213854-215275	6.30E+02	1.17E+03	2.50E+02
213854-215275	6.43E+02	9.75E+02	2.86E+02
213854-215275	4.86E+02	9.09E+02	3.03E+02
2138730-2139740	7.07E+01	7.34E+02	2.55E+01
2138730-2139740	9.18E+01	6.89E+02	3.59E+01
2138730-2139740	7.56E+01	7.31E+02	3.06E+01
2138730-2139740	1.15E+02	7.88E+02	4.85E+01
2139742-2140227	2.91E+02	8.16E+02	8.01E+01
2139742-2140227	2.61E+02	8.94E+02	1.84E+02
2139742-2140227	1.85E+02	7.91E+02	1.01E+02
2139742-2140227	2.81E+02	9.28E+02	8.97E+01
2140266-2142005	7.69E+02	1.52E+03	2.10E+02
2140266-2142005	9.18E+02	1.57E+03	2.91E+02
2140266-2142005	8.81E+02	1.61E+03	3.30E+02
2140266-2142005	9.35E+02	1.24E+03	2.95E+02
2142169-2143035	9.03E+02	1.06E+03	8.25E+02
2142169-2143035	8.11E+02	1.02E+03	6.95E+02
2142169-2143035	1.01E+03	1.18E+03	8.49E+02
2142169-2143035	8.54E+02	1.09E+03	6.97E+02
2143244-2143555	7.43E+01	4.91E+02	2.92E+01
2143244-2143555	7.13E+01	4.89E+02	3.47E+01
2143244-2143555	6.51E+01	4.44E+02	3.46E+01
2143244-2143555	8.14E+01	5.15E+02	3.53E+01
2143559-2143774	3.06E+02	9.47E+02	1.77E+02
2143559-2143774	3.40E+02	9.66E+02	1.53E+02
2143559-2143774	2.92E+02	8.81E+02	1.77E+02
2143559-2143774	3.62E+02	9.02E+02	2.04E+02
2143794-2144657	7.04E+02	1.65E+03	2.62E+02
2143794-2144657	6.86E+02	1.81E+03	3.10E+02
2143794-2144657	5.60E+02	1.66E+03	3.66E+02
2143794-2144657	6.04E+02	1.69E+03	2.78E+02
2144675-2144935	5.71E+02	1.38E+03	1.52E+02
2144675-2144935	4.98E+02	1.20E+03	1.52E+02
2144675-2144935	3.66E+02	1.28E+03	1.72E+02
2144675-2144935	4.91E+02	1.21E+03	1.46E+02
2144939-2145328	8.02E+01	4.61E+02	2.74E+01
2144939-2145328	1.15E+02	5.20E+02	1.93E+01
2144939-2145328	4.48E+01	6.13E+02	1.94E+01
2144939-2145328	1.06E+02	4.51E+02	1.37E+01
2145240-2147669	7.85E+01	4.20E+02	3.44E+01
2145240-2147669	5.28E+01	4.38E+02	3.47E+01
2145240-2147669	1.18E+02	4.53E+02	5.53E+01
2145240-2147669	9.30E+01	4.45E+02	8.89E+01
2147674-2149836	6.94E+00	2.88E+02	4.66E+00
2147674-2149836	3.77E+01	2.89E+02	4.99E+00
2147674-2149836	1.87E+01	3.10E+02	3.60E+00
2147674-2149836	5.06E+00	3.27E+02	5.16E+00
2149848-2150081	2.33E+02	3.63E+02	8.47E+01
2149848-2150081	1.35E+02	3.59E+02	9.03E+01
2149848-2150081	2.34E+02	3.65E+02	1.29E+02
2149848-2150081	1.81E+02	3.67E+02	1.42E+02
2150071-2151642	1.68E+02	1.05E+03	3.86E+01
2150071-2151642	1.46E+02	1.11E+03	3.03E+01
2150071-2151642	1.83E+02	1.25E+03	3.64E+01
2150071-2151642	2.21E+02	1.12E+03	4.43E+01
2151738-2153444	8.38E+02	1.72E+03	4.55E+02
2151738-2153444	1.05E+03	1.65E+03	5.04E+02
2151738-2153444	1.44E+03	1.79E+03	5.09E+02
2151738-2153444	1.18E+03	1.93E+03	6.94E+02
215304-216374	3.70E+02	9.62E+02	2.40E+02
215304-216374	4.58E+02	1.07E+03	2.83E+02
215304-216374	4.61E+02	1.06E+03	2.57E+02
215304-216374	4.18E+02	9.62E+02	2.97E+02
2153528-2153713	1.53E+03	2.65E+03	9.12E+02
2153528-2153713	1.49E+03	2.68E+03	9.39E+02
2153528-2153713	1.50E+03	2.59E+03	1.12E+03
2153528-2153713	1.74E+03	2.81E+03	1.06E+03
2153747-2154793	2.06E+03	2.59E+03	2.30E+03
2153747-2154793	2.31E+03	3.72E+03	2.28E+03
2153747-2154793	2.59E+03	3.19E+03	2.28E+03
2153747-2154793	1.67E+03	2.72E+03	1.95E+03
2154904-2155710	3.13E+03	2.62E+03	2.17E+03
2154904-2155710	3.26E+03	2.82E+03	1.95E+03
2154904-2155710	2.73E+03	2.79E+03	2.10E+03
2154904-2155710	2.93E+03	2.89E+03	2.13E+03
2155769-2164804	3.67E+02	1.36E+03	1.18E+02
2155769-2164804	4.53E+02	1.44E+03	1.52E+02
2155769-2164804	2.74E+02	1.38E+03	1.50E+02
2155769-2164804	8.67E+02	1.46E+03	1.41E+02
216390-216641	5.26E+02	5.67E+02	3.64E+02
216390-216641	4.78E+02	3.69E+02	3.76E+02
216390-216641	4.85E+02	4.83E+02	3.30E+02
216390-216641	3.59E+02	4.16E+02	3.23E+02
2164829-2165506	1.35E+03	2.46E+03	5.42E+02
2164829-2165506	9.99E+02	2.29E+03	5.99E+02
2164829-2165506	1.39E+03	2.09E+03	6.25E+02
2164829-2165506	1.27E+03	2.39E+03	7.83E+02
2165646-2165876	1.70E+03	1.66E+03	1.04E+03
2165646-2165876	1.94E+03	1.84E+03	1.28E+03
2165646-2165876	1.75E+03	1.68E+03	1.38E+03
2165646-2165876	1.95E+03	1.76E+03	1.31E+03
2166079-2167701	3.95E+03	4.03E+03	3.33E+03
2166079-2167701	3.68E+03	3.37E+03	3.08E+03
2166079-2167701	4.92E+03	4.06E+03	3.63E+03
2166079-2167701	4.18E+03	3.57E+03	3.42E+03
216692-216895	1.49E+03	1.62E+03	9.37E+02
216692-216895	1.38E+03	1.31E+03	8.07E+02
216692-216895	1.36E+03	1.36E+03	9.10E+02
216692-216895	1.35E+03	1.40E+03	1.09E+03
2167698-2168765	4.85E+03	4.12E+03	3.64E+03
2167698-2168765	4.94E+03	3.47E+03	3.29E+03
2167698-2168765	4.87E+03	3.50E+03	3.30E+03
2167698-2168765	4.63E+03	3.87E+03	3.40E+03
2168793-2169254	7.08E+03	5.88E+03	5.44E+03
2168793-2169254	6.81E+03	5.86E+03	5.79E+03
2168793-2169254	8.52E+03	7.33E+03	6.16E+03
2168793-2169254	9.07E+03	7.15E+03	6.25E+03
2169244-2170050	8.36E+03	7.37E+03	8.16E+03
2169244-2170050	9.64E+03	9.20E+03	9.33E+03
2169244-2170050	8.66E+03	7.72E+03	8.48E+03
2169244-2170050	8.78E+03	7.66E+03	8.15E+03
2172097-2173254	2.50E+03	3.29E+03	1.50E+03
2172097-2173254	2.73E+03	3.16E+03	1.57E+03
2172097-2173254	2.85E+03	3.38E+03	1.71E+03
2172097-2173254	2.77E+03	3.89E+03	1.56E+03
2173276-2173428	5.61E+02	6.67E+02	3.23E+02
2173276-2173428	4.82E+02	6.88E+02	2.88E+02
2173276-2173428	5.81E+02	8.07E+02	3.15E+02
2173276-2173428	6.27E+02	6.47E+02	2.66E+02
2173415-2174311	2.74E+03	3.08E+03	1.88E+03
2173415-2174311	3.18E+03	3.98E+03	2.26E+03
2173415-2174311	3.05E+03	3.28E+03	2.09E+03
2173415-2174311	3.63E+03	4.39E+03	2.44E+03
217381-217674	7.73E+02	1.35E+03	4.55E+02
217381-217674	8.52E+02	1.44E+03	4.76E+02
217381-217674	7.84E+02	1.48E+03	6.07E+02
217381-217674	6.93E+02	1.52E+03	6.51E+02
2174330-2175607	8.24E+02	1.07E+03	5.08E+02
2174330-2175607	7.89E+02	9.13E+02	4.31E+02
2174330-2175607	8.72E+02	1.02E+03	4.51E+02
2174330-2175607	7.51E+02	9.30E+02	4.45E+02
2175617-2176273	6.73E+02	9.23E+02	6.13E+02
2175617-2176273	7.56E+02	1.00E+03	6.47E+02
2175617-2176273	7.41E+02	8.59E+02	6.49E+02
2175617-2176273	6.05E+02	9.36E+02	6.36E+02
2176273-2177649	3.33E+03	4.34E+03	1.63E+03
2176273-2177649	3.23E+03	4.47E+03	1.79E+03
2176273-2177649	3.46E+03	4.54E+03	1.77E+03
2176273-2177649	3.18E+03	4.65E+03	1.82E+03
2177747-2178400	1.31E+03	1.56E+03	1.60E+03
2177747-2178400	1.22E+03	1.42E+03	1.57E+03
2177747-2178400	1.50E+03	1.47E+03	1.72E+03
2177747-2178400	1.59E+03	1.66E+03	1.77E+03
2178397-2179716	1.24E+03	1.19E+03	1.29E+03
2178397-2179716	1.21E+03	1.08E+03	1.25E+03
2178397-2179716	1.08E+03	9.34E+02	1.35E+03
2178397-2179716	1.24E+03	1.05E+03	1.26E+03
2180240-2180650	1.40E+02	3.85E+02	6.98E+01
2180240-2180650	1.06E+02	3.27E+02	7.28E+01
2180240-2180650	1.23E+02	3.75E+02	7.86E+01
2180240-2180650	1.03E+02	2.99E+02	7.39E+01
2181139-2181291	5.83E+02	6.97E+02	7.99E+02
2181139-2181291	6.61E+02	8.29E+02	8.26E+02
2181139-2181291	8.12E+02	8.36E+02	9.39E+02
2181139-2181291	6.91E+02	7.94E+02	7.16E+02
2186387-2186734	2.82E+03	3.61E+03	2.52E+03
2186387-2186734	2.68E+03	4.10E+03	2.54E+03
2186387-2186734	2.80E+03	3.46E+03	2.31E+03
2186387-2186734	2.80E+03	3.82E+03	2.40E+03
2190355-2190636	1.16E+01	2.36E+02	4.33E+00
2190355-2190636	2.21E+01	2.86E+02	3.92E+00
2190355-2190636	9.49E+00	2.05E+02	7.94E+00
2190355-2190636	2.83E+01	2.23E+02	4.92E+00
2190783-2191631	1.75E+02	2.38E+02	9.73E+01
2190783-2191631	2.15E+02	2.65E+02	1.09E+02
2190783-2191631	1.60E+02	2.38E+02	9.36E+01
2190783-2191631	1.78E+02	2.42E+02	9.26E+01
2191683-2192204	1.78E+01	9.06E+01	1.56E+01
2191683-2192204	2.11E+01	4.68E+01	1.96E+01
2191683-2192204	2.02E+01	4.39E+01	2.11E+01
2191683-2192204	2.76E+01	5.16E+01	1.86E+01
2192555-2193088	6.26E+02	1.01E+03	3.36E+02
2192555-2193088	6.45E+02	1.02E+03	3.44E+02
2192555-2193088	5.96E+02	1.02E+03	3.56E+02
2192555-2193088	5.98E+02	9.82E+02	3.47E+02
2193085-2193846	2.94E+02	5.42E+02	1.41E+02
2193085-2193846	3.25E+02	6.16E+02	1.09E+02
2193085-2193846	2.45E+02	4.73E+02	1.33E+02
2193085-2193846	2.46E+02	5.20E+02	9.87E+01
2193884-2194750	5.44E+02	7.89E+02	4.46E+02
2193884-2194750	6.10E+02	7.10E+02	4.52E+02
2193884-2194750	5.87E+02	8.05E+02	4.48E+02
2193884-2194750	5.36E+02	7.93E+02	4.37E+02
2194771-2196012	3.54E+03	5.32E+03	2.06E+03
2194771-2196012	4.13E+03	5.65E+03	2.51E+03
2194771-2196012	3.39E+03	5.18E+03	2.27E+03
2194771-2196012	3.99E+03	5.53E+03	2.60E+03
2197194-2197928	2.87E+03	2.80E+03	1.61E+03
2197194-2197928	2.87E+03	3.02E+03	1.55E+03
2197194-2197928	2.64E+03	2.64E+03	1.60E+03
2197194-2197928	3.13E+03	3.05E+03	1.72E+03
2198911-2199294	1.49E+03	1.95E+03	1.17E+03
2198911-2199294	1.55E+03	1.74E+03	1.08E+03
2198911-2199294	1.49E+03	1.85E+03	1.13E+03
2198911-2199294	1.51E+03	1.79E+03	1.10E+03
2199802-2200185	8.66E+03	7.07E+03	6.32E+03
2199802-2200185	1.16E+04	9.17E+03	7.20E+03
2199802-2200185	9.72E+03	7.51E+03	6.84E+03
2199802-2200185	9.07E+03	7.47E+03	6.89E+03
2200187-2200537	2.69E+03	2.35E+03	1.61E+03
2200187-2200537	2.59E+03	2.38E+03	1.80E+03
2200187-2200537	2.89E+03	2.48E+03	1.96E+03
2200187-2200537	2.69E+03	2.59E+03	1.91E+03
2203327-2203836	6.76E+01	4.27E+02	5.32E+01
2203327-2203836	8.38E+01	3.83E+02	4.75E+01
2203327-2203836	7.57E+01	3.63E+02	5.89E+01
2203327-2203836	7.08E+01	3.51E+02	5.38E+01
2203863-2204015	3.01E+02	6.21E+02	1.82E+02
2203863-2204015	3.38E+02	8.14E+02	2.13E+02
2203863-2204015	2.89E+02	6.55E+02	2.27E+02
2203863-2204015	2.94E+02	7.62E+02	2.51E+02
2204241-2204777	1.49E+03	1.20E+03	9.97E+02
2204241-2204777	1.39E+03	1.26E+03	1.01E+03
2204241-2204777	1.44E+03	1.34E+03	9.74E+02
2204241-2204777	1.62E+03	1.33E+03	1.08E+03
2208126-2208308	4.32E+02	7.28E+02	1.38E+02
2208126-2208308	5.10E+02	5.97E+02	1.33E+02
2208126-2208308	4.12E+02	6.18E+02	1.57E+02
2208126-2208308	4.95E+02	6.11E+02	1.03E+02
2208482-2209612	9.53E+01	2.92E+02	8.75E+01
2208482-2209612	9.51E+01	2.75E+02	6.18E+01
2208482-2209612	1.10E+02	3.28E+02	8.33E+01
2208482-2209612	9.22E+01	2.70E+02	8.80E+01
2209853-2210203	8.01E+02	1.18E+03	7.91E+02
2209853-2210203	7.91E+02	1.27E+03	8.51E+02
2209853-2210203	9.84E+02	1.51E+03	9.00E+02
2209853-2210203	8.48E+02	1.19E+03	5.10E+02
2210211-2210645	8.05E+02	9.69E+02	6.25E+02
2210211-2210645	1.03E+03	1.10E+03	6.47E+02
2210211-2210645	9.18E+02	9.53E+02	5.64E+02
2210211-2210645	9.25E+02	1.07E+03	5.91E+02
2210754-2211329	1.44E+03	1.71E+03	1.04E+03
2210754-2211329	1.48E+03	2.17E+03	1.25E+03
2210754-2211329	1.66E+03	2.03E+03	1.20E+03
2210754-2211329	1.85E+03	2.11E+03	1.18E+03
2211322-2212731	1.47E+03	1.59E+03	1.17E+03
2211322-2212731	1.60E+03	1.83E+03	1.35E+03
2211322-2212731	1.82E+03	2.12E+03	1.24E+03
2211322-2212731	1.81E+03	1.98E+03	1.29E+03
2212915-2214348	5.07E+02	1.29E+03	3.27E+02
2212915-2214348	5.10E+02	1.44E+03	3.96E+02
2212915-2214348	5.79E+02	1.41E+03	4.03E+02
2212915-2214348	5.47E+02	1.45E+03	4.09E+02
2214366-2215730	3.90E+02	1.07E+03	3.13E+02
2214366-2215730	3.63E+02	9.29E+02	3.13E+02
2214366-2215730	4.01E+02	9.09E+02	3.07E+02
2214366-2215730	3.69E+02	1.07E+03	5.81E+02
2215743-2216624	6.74E+02	1.54E+03	7.37E+02
2215743-2216624	6.41E+02	1.34E+03	7.08E+02
2215743-2216624	6.81E+02	1.35E+03	6.75E+02
2215743-2216624	7.03E+02	1.25E+03	7.06E+02
22166-22516	1.66E+04	1.92E+04	1.52E+04
22166-22516	1.81E+04	1.73E+04	1.61E+04
22166-22516	1.97E+04	1.69E+04	1.55E+04
22166-22516	1.95E+04	1.67E+04	1.34E+04
2216644-2217297	3.94E+02	1.07E+03	3.52E+02
2216644-2217297	3.98E+02	1.02E+03	3.91E+02
2216644-2217297	3.17E+02	9.69E+02	3.80E+02
2216644-2217297	3.99E+02	1.04E+03	4.20E+02
2217308-2218009	2.47E+03	2.76E+03	1.88E+03
2217308-2218009	2.54E+03	3.22E+03	1.62E+03
2217308-2218009	2.72E+03	3.24E+03	1.70E+03
2217308-2218009	4.03E+03	4.12E+03	1.96E+03
2218012-2219481	4.81E+02	6.75E+02	5.83E+02
2218012-2219481	5.36E+02	7.55E+02	5.84E+02
2218012-2219481	6.12E+02	7.73E+02	6.19E+02
2218012-2219481	5.75E+02	8.53E+02	5.45E+02
2219567-2219854	1.04E+03	1.84E+03	9.78E+02
2219567-2219854	1.14E+03	1.74E+03	1.13E+03
2219567-2219854	1.00E+03	1.45E+03	1.03E+03
2219567-2219854	1.05E+03	1.45E+03	9.87E+02
2219981-2220742	1.08E+03	2.16E+03	8.31E+02
2219981-2220742	1.28E+03	2.16E+03	1.22E+03
2219981-2220742	1.39E+03	2.62E+03	1.14E+03
2219981-2220742	1.06E+03	2.14E+03	9.12E+02
2220755-2221384	1.81E+03	2.50E+03	9.66E+02
2220755-2221384	1.87E+03	2.52E+03	1.20E+03
2220755-2221384	2.06E+03	3.20E+03	1.18E+03
2220755-2221384	2.00E+03	2.88E+03	1.17E+03
2221426-2222151	1.26E+02	5.78E+02	8.84E+01
2221426-2222151	1.06E+02	6.44E+02	8.60E+01
2221426-2222151	1.30E+02	6.00E+02	1.00E+02
2221426-2222151	1.11E+02	6.05E+02	9.81E+01
2222164-2222436	2.28E+02	4.97E+02	1.68E+02
2222164-2222436	2.42E+02	5.59E+02	1.88E+02
2222164-2222436	2.15E+02	4.86E+02	2.05E+02
2222164-2222436	2.14E+02	5.06E+02	2.49E+02
2222429-2222980	2.06E+02	5.76E+02	1.08E+02
2222429-2222980	2.42E+02	6.82E+02	7.22E+01
2222429-2222980	2.01E+02	6.65E+02	9.61E+01
2222429-2222980	2.28E+02	6.87E+02	8.87E+01
2222992-2224083	1.56E+03	1.98E+03	1.03E+03
2222992-2224083	1.47E+03	2.24E+03	9.94E+02
2222992-2224083	1.91E+03	2.25E+03	1.16E+03
2222992-2224083	2.27E+03	2.52E+03	1.19E+03
2224085-2224558	1.91E+03	2.93E+03	1.67E+03
2224085-2224558	1.86E+03	2.98E+03	9.51E+02
2224085-2224558	1.53E+03	2.44E+03	1.17E+03
2224085-2224558	1.59E+03	2.55E+03	1.18E+03
2225996-2227354	3.84E+01	1.44E+02	1.63E+01
2225996-2227354	2.48E+01	1.43E+02	6.78E+00
2225996-2227354	4.52E+01	1.36E+02	1.44E+01
2225996-2227354	2.65E+01	1.22E+02	1.53E+01
2227347-2227979	7.24E+02	1.59E+03	1.88E+02
2227347-2227979	8.67E+02	1.67E+03	2.73E+02
2227347-2227979	6.94E+02	1.55E+03	3.58E+02
2227347-2227979	9.03E+02	1.65E+03	3.45E+02
2228308-2229465	1.21E+03	1.56E+03	7.25E+02
2228308-2229465	1.18E+03	1.39E+03	6.69E+02
2228308-2229465	1.29E+03	1.61E+03	6.11E+02
2228308-2229465	1.27E+03	1.62E+03	6.39E+02
223261-223914	3.92E+03	6.00E+03	3.26E+03
223261-223914	3.62E+03	5.51E+03	3.17E+03
223261-223914	5.72E+03	7.91E+03	4.33E+03
223261-223914	3.44E+03	5.46E+03	3.49E+03
2248318-2249178	7.43E+02	7.54E+02	6.42E+02
2248318-2249178	8.13E+02	8.70E+02	6.27E+02
2248318-2249178	7.40E+02	9.45E+02	6.97E+02
2248318-2249178	7.82E+02	8.71E+02	6.31E+02
2251170-2252369	7.55E+03	6.55E+03	6.60E+03
2251170-2252369	8.28E+03	6.95E+03	7.15E+03
2251170-2252369	7.24E+03	7.19E+03	6.79E+03
2251170-2252369	7.37E+03	6.77E+03	6.27E+03
22529-23128	1.83E+04	1.71E+04	1.68E+04
22529-23128	1.82E+04	1.63E+04	1.54E+04
22529-23128	1.76E+04	1.63E+04	1.50E+04
22529-23128	1.92E+04	1.61E+04	1.42E+04
2257748-2258785	1.56E+03	1.80E+03	1.58E+03
2257748-2258785	1.75E+03	2.16E+03	1.66E+03
2257748-2258785	1.74E+03	2.65E+03	1.78E+03
2257748-2258785	2.06E+03	2.39E+03	1.93E+03
2257748-2258785	1.83E+03	2.16E+03	1.99E+03
2258943-2259629	6.66E+02	6.52E+02	3.55E+02
2258943-2259629	5.65E+02	6.60E+02	4.09E+02
2258943-2259629	5.50E+02	7.15E+02	3.76E+02
2258943-2259629	5.08E+02	8.87E+02	3.88E+02
2258943-2259629	5.46E+02	8.70E+02	4.15E+02
2259619-2260650	5.20E+02	8.23E+02	3.33E+02
2259619-2260650	5.54E+02	8.74E+02	3.97E+02
2259619-2260650	4.44E+02	7.19E+02	3.94E+02
2259619-2260650	5.55E+02	9.37E+02	4.75E+02
2259619-2260650	4.80E+02	7.18E+02	4.58E+02
2260732-2261397	1.05E+03	7.59E+02	9.86E+02
2260732-2261397	1.12E+03	9.42E+02	1.09E+03
2260732-2261397	1.00E+03	9.25E+02	9.86E+02
2260732-2261397	1.46E+03	1.30E+03	1.20E+03
2260732-2261397	1.07E+03	1.03E+03	9.91E+02
2261410-2263827	1.47E+02	5.80E+02	8.51E+01
2261410-2263827	1.53E+02	5.49E+02	8.74E+01
2261410-2263827	1.85E+02	6.66E+02	9.01E+01
2261410-2263827	1.43E+02	5.82E+02	7.54E+01
2261410-2263827	1.43E+02	5.65E+02	8.68E+01
227494-228126	2.76E+04	3.11E+04	2.80E+04
227494-228126	2.26E+04	2.26E+04	2.38E+04
227494-228126	2.81E+04	2.37E+04	2.34E+04
227494-228126	2.82E+04	2.37E+04	2.32E+04
228265-228804	2.20E+03	2.47E+03	2.11E+03
